X,Y,id,id_punto,est,nord,quota orot,info,note,materiale,diametro,material_1,h pozzetto,dimensione,foto-1,foto-2,foto-3,icon_url
14.2233364823952,41.5416480628109,"2183","880",435218.816,4599179.154,573.961,LUCE,,,,,,,,,,./1.png
14.2234468424063,41.5419385095271,"2184","875",435228.311,4599211.317,571.436,IDRICO,,,,,,,,,,./2.png
14.2232568629917,41.5418334714597,"2185","874",435212.36,4599199.798,573.693,FOGNA,,,,,,,,,,./0.png
14.2224995865663,41.5419679936383,"2186","870",435149.33,4599215.301,570.269,FOGNA,Non ispezionabile,,,,,,DCIM/pozzetti_20230626132703226.JPG,,,./0.png
14.2226023807233,41.5414414380683,"2187","873",435157.378,4599156.765,580.83,FOGNA,,,,,,,,,,./0.png
14.2225539726415,41.5415823090314,"2188","872",435153.481,4599172.441,577.849,IDRICO,,,,,,,,,,./2.png
14.222535768205,41.5412084105358,"2189","867",435151.589,4599130.944,584.583,IDRICO,,Polietilene,"10",Polietilene,90,130x130,DCIM/pozzetti_20230626122726062.JPG,DCIM/pozzetti_20230626122750945.JPG,DCIM/pozzetti_20230626122801589.JPG,./2.png
14.2219426923128,41.5427815299912,"2190","841",435103.693,4599306.039,579.319,IDRICO,,,,,,,,,,./2.png
14.221846472967,41.5426890676407,"2191","840",435095.575,4599295.846,580.673,FOGNA,,,,,,,,,,./0.png
14.2219373656677,41.5429028310888,"2192","835",435103.37,4599319.51,577.544,FOGNA,,,,,,,,,,./0.png
14.2219779331485,41.5431571920774,"2194","837",435107.008,4599347.719,574.037,IDRICO,,Poletilene,"8",,110,75x75,DCIM/pozzetti_20230626121805725.JPG,DCIM/pozzetti_20230626121850316.JPG,DCIM/pozzetti_20230626121902567.JPG,./2.png
14.2223558287763,41.5407439849998,"2200","859",435136.116,4599079.518,590.255,IDRICO,,,,,,,,,,./2.png
14.2223153495132,41.5406643660394,"2202","861",435132.66,4599070.709,592.013,LUCE,,,,,,,,,,./1.png
14.2223685520382,41.5407637339532,"2203","860",435137.197,4599081.701,590.108,IDRICO,,,,,,,,,,./2.png
14.2173465029546,41.5637609623459,"2210","933",434741.436,4601638.669,384.088,IDRICO,,,,,,,,,,./2.png
14.2174376194578,41.5635706648165,"2211","935",434748.842,4601617.473,384.315,FOGNA,,,,,,,,,,./0.png
14.2170680913028,41.564091254328,"2212","931",434718.554,4601675.549,382.981,FOGNA,,,,,,,,,,./0.png
14.2213609176321,41.5419381670525,"2214","849",435054.324,4599212.845,585.514,IDRICO,,,,,,,,,,./2.png
14.2213840958114,41.5431501461814,"2235","833",435057.47,4599347.383,566.499,FOGNA,,,,,,,,,,./0.png
14.2214112226668,41.541898254111,"2215","848",435058.48,4599208.376,585.343,IDRICO,,,,,,,,,,./2.png
14.2214559132558,41.5421205052426,"2216","843",435062.43,4599233.017,585.887,LUCE,,,,,,,,,,./1.png
14.2215196121887,41.5421074075565,"2217","842",435067.73,4599231.515,585.732,IDRICO,,,,,,,,,,./2.png
14.2215918323307,41.5422884925496,"2218","845",435073.935,4599251.565,585.046,IDRICO,,,,,,,,,,./2.png
14.2216020898161,41.542213945628,"2219","844",435074.716,4599243.281,585.409,FOGNA,,,,,,,,,,./0.png
14.2218241260484,41.5425590043342,"2220","839",435093.581,4599281.423,582.308,IDRICO,,,,,,,,,,./2.png
14.2216805051124,41.5431671499702,"2233","831",435082.21,4599349.048,570.139,FOGNA,,,,,,,,,,./0.png
14.2216636641113,41.5431658290027,"2236","832",435080.804,4599348.914,569.865,IDRICO,,,,,,,,,,./2.png
14.2126296501527,41.561575466815,"2238","434",434345.924,4601399.607,380.483,IDRICO,,,,,,,,,,./2.png
14.2130229274451,41.5557600827559,"2239","441",434372.834,4600753.675,418.019,FOGNA,,,,,,,,,,./0.png
14.2115192672082,41.5559903474457,"2240","440",434247.674,4600780.383,411.102,IDRICO,,,,,,,,,,./2.png
14.2108260385864,41.5562186365338,"2241","439",434190.096,4600806.256,410.145,IDRICO,,,,,,,,,,./2.png
14.2116089305346,41.5573459245652,"2242","438",434256.525,4600930.813,371.151,IDRICO,,,,,,,,,,./2.png
14.2144035415387,41.5597552994585,"2243","413",434492.001,4601196.182,383.261,FOGNA,,Cls,"40",Cls,250,80x80,DCIM/pozzetti_20230626153713375.JPG,DCIM/pozzetti_20230626153759926.JPG,DCIM/pozzetti_20230626153814547.JPG,./0.png
14.2156882775588,41.5567151216124,"2244","412",434596.066,4600857.683,379.128,FOGNA,,,,,,,,,,./0.png
14.2155572107378,41.556281527634,"2245","411",434584.699,4600809.644,377.519,FOGNA,,,,,,,,,,./0.png
14.2233846658092,41.5509126102275,"2246","410",435232.082,4600207.68,407.348,LUCE,,,,,,,,,,./1.png
14.2141623710851,41.5601457733593,"2247","417",434472.285,4601239.716,383.328,IDRICO,,,,,,,,,,./2.png
14.2142611980978,41.5601152476106,"2248","416",434480.495,4601236.252,383.433,LUCE,,,,,,,,,,./1.png
14.21436124383,41.5599078546022,"2249","415",434488.628,4601213.151,383.293,IDRICO,,,,,,,,,,./2.png
14.2143674121595,41.5599084912276,"2250","414",434489.143,4601213.217,383.293,LUCE,,,,,,,,,,./1.png
14.2138581967426,41.5604841953908,"2251","421",434447.263,4601277.519,383.029,IDRICO,,,,,,,,,,./2.png
14.2138619636898,41.5604771594572,"2252","420",434447.57,4601276.735,383.028,FOGNA,,,,,,,,,,./0.png
14.2140653345291,41.5603264352022,"2253","419",434464.376,4601259.847,383.083,LUCE,,,,,,,,,,./1.png
